FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL,Has_fight
Jumabieke Tuerxun,67.0,135.0,,Orthodox,1986-04-17,http://ufcstats.com/fighter-details/1ed32eaaba9ffe10,True
Tai Tuivasa,74.0,264.0,75.0,Southpaw,1993-03-16,http://ufcstats.com/fighter-details/c62fbc117d57b943,True
Zubaira Tukhugov,68.0,145.0,68.0,Orthodox,1991-01-15,http://ufcstats.com/fighter-details/aceffa19749c4dc0,True
Albert Tumenov,71.0,170.0,73.0,Orthodox,1991-12-26,http://ufcstats.com/fighter-details/ff6a1f63c254127e,True
Ricky Turcios,69.0,135.0,71.0,Orthodox,1993-06-05,http://ufcstats.com/fighter-details/cd3d7e37ff2d679c,True
Anton Turkalj,76.0,205.0,,,1996-06-10,http://ufcstats.com/fighter-details/82529ce93cd9a2cf,True
Wellington Turman,72.0,185.0,72.0,Orthodox,1996-07-22,http://ufcstats.com/fighter-details/4dcfb28c011c11b2,True
Jalin Turner,75.0,155.0,77.0,Southpaw,1995-05-18,http://ufcstats.com/fighter-details/4d8fa64202cee4c1,True
Marcin Tybura,75.0,249.0,78.0,Orthodox,1985-11-09,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,True
Alberto Uda,75.0,185.0,,Orthodox,1984-08-08,http://ufcstats.com/fighter-details/8f2deefe8c5dfb5d,True
Tagir Ulanbekov,67.0,125.0,70.0,Southpaw,1991-08-07,http://ufcstats.com/fighter-details/f00ac08ab056af5d,True
Carlos Ulberg,76.0,205.0,77.0,Orthodox,1990-11-07,http://ufcstats.com/fighter-details/9014c02eff8b3d62,True
Gasan Umalatov,71.0,170.0,71.0,Orthodox,1982-09-11,http://ufcstats.com/fighter-details/7a39bbac8cc0fa70,True
Caol Uno,67.0,155.0,70.0,Southpaw,1975-05-08,http://ufcstats.com/fighter-details/eb1723480fa2f96c,True
Hector Urbina,71.0,170.0,73.0,Orthodox,1987-09-17,http://ufcstats.com/fighter-details/4b8fb0453a596b8e,True
Gilbert Urbina,75.0,185.0,75.0,Orthodox,1996-04-05,http://ufcstats.com/fighter-details/b12fb759e02378de,True
Yasuhiro Urushitani,65.0,125.0,,Southpaw,1976-09-08,http://ufcstats.com/fighter-details/c34e5849184b08c3,True
Kamaru Usman,72.0,170.0,76.0,Switch,1987-05-11,http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e,True
Darren Uyenoyama,66.0,125.0,65.0,Orthodox,1979-10-15,http://ufcstats.com/fighter-details/6546af7ab545b90c,True
Richie Vaculik,66.0,125.0,69.0,Orthodox,1983-06-19,http://ufcstats.com/fighter-details/54578e5927adea53,True
Genaro Valdez,69.0,155.0,72.0,Orthodox,1992-01-16,http://ufcstats.com/fighter-details/cda1099995b46cc2,True
Charlie Valencia,63.0,135.0,64.0,Orthodox,1974-10-31,http://ufcstats.com/fighter-details/8a0be41c0380188d,True
Timur Valiev,66.0,135.0,67.0,Orthodox,1990-01-19,http://ufcstats.com/fighter-details/45e738622ea2c02c,True
Victor Valimaki,72.0,205.0,,Orthodox,,http://ufcstats.com/fighter-details/663b76da637402c3,True
Isaac Vallie-Flagg,68.0,155.0,70.0,Orthodox,1978-04-08,http://ufcstats.com/fighter-details/c295de4e10acd4c9,True
Mike van Arsdale,74.0,205.0,,Switch,1965-06-20,http://ufcstats.com/fighter-details/2ee09ec2a0695eb9,True
Matt Van Buren,77.0,205.0,,,1986-06-12,http://ufcstats.com/fighter-details/7b39035fae7268b8,True
Brianna Van Buren,60.0,115.0,62.0,Southpaw,1993-08-04,http://ufcstats.com/fighter-details/b53c46f613f6f248,True
Ron van Clief,70.0,190.0,,Orthodox,1943-01-25,http://ufcstats.com/fighter-details/23ab42947c1990e3,True
Cameron VanCamp,74.0,155.0,,Switch,1993-04-27,http://ufcstats.com/fighter-details/87e2468b986ebb79,True
Jared Vanderaa,76.0,265.0,80.0,Orthodox,1992-05-12,http://ufcstats.com/fighter-details/2b68d9f125d07b42,True
Lando Vannata,69.0,155.0,71.0,Orthodox,1992-03-14,http://ufcstats.com/fighter-details/f9b200db02b488d9,True
Paige VanZant,64.0,115.0,65.0,Orthodox,1994-03-26,http://ufcstats.com/fighter-details/4d5197f331c47290,True
Paul Varelans,80.0,300.0,,Orthodox,,http://ufcstats.com/fighter-details/07a18ae55dfc3cd9,True
Kazula Vargas,68.0,155.0,71.0,Southpaw,1985-08-15,http://ufcstats.com/fighter-details/ec18eb918121787c,True
Jamie Varner,68.0,155.0,71.0,Orthodox,1984-10-12,http://ufcstats.com/fighter-details/a54fc2d6fc224dc3,True
Guilherme Vasconcelos,72.0,185.0,,Orthodox,1986-03-23,http://ufcstats.com/fighter-details/d6d5da3c209884bc,True
Yuri Vaulin,76.0,197.0,,Southpaw,,http://ufcstats.com/fighter-details/4679a38cced7c64a,True
Javier Vazquez,67.0,145.0,69.0,Southpaw,1977-07-16,http://ufcstats.com/fighter-details/be5cfd73617a5b1a,True
Matt Veach,71.0,155.0,,Orthodox,1981-05-31,http://ufcstats.com/fighter-details/5731cc327790b731,True
Joe Vedepo,72.0,185.0,,Orthodox,,http://ufcstats.com/fighter-details/d35c3ed553b71fa2,True
Cain Velasquez,73.0,240.0,77.0,Orthodox,1982-07-28,http://ufcstats.com/fighter-details/0ff11cc094e887bc,True
David Velasquez,65.0,145.0,,Orthodox,,http://ufcstats.com/fighter-details/09c44b317c98bf96,True
Bojan Velickovic,72.0,170.0,76.0,Southpaw,1988-12-18,http://ufcstats.com/fighter-details/fcce75a25c14a804,True
Karlos Vemola,72.0,185.0,75.0,Orthodox,1985-07-03,http://ufcstats.com/fighter-details/d23ccf4a6c221284,True
Luigi Vendramini,68.0,155.0,73.0,Orthodox,1996-01-16,http://ufcstats.com/fighter-details/2f1a257d6777096d,True
Brandon Vera,75.0,230.0,78.0,Orthodox,1977-10-10,http://ufcstats.com/fighter-details/fa315e6c77eee106,True
Marlon Vera,68.0,135.0,70.0,Switch,1992-12-02,http://ufcstats.com/fighter-details/7c7332319c14094c,True
Ernie Verdicia,71.0,199.0,,Orthodox,,http://ufcstats.com/fighter-details/2b1587a3376ab743,True
Joe Veres,67.0,155.0,,Orthodox,1977-11-09,http://ufcstats.com/fighter-details/c6d8ae3b016d5ad5,True
CJ Vergara,66.0,135.0,68.0,Orthodox,1991-06-18,http://ufcstats.com/fighter-details/077e3ace32b72be9,True
Renato Verissimo,73.0,170.0,,Orthodox,1973-08-03,http://ufcstats.com/fighter-details/c24b1db4b809d41b,True
Marvin Vettori,72.0,205.0,74.0,Southpaw,1993-09-20,http://ufcstats.com/fighter-details/7acbb0972e75281a,True
Hugo Viana,66.0,135.0,67.0,Orthodox,1982-09-26,http://ufcstats.com/fighter-details/f95381efb3051d81,True
Polyana Viana,65.0,115.0,67.0,Orthodox,1992-06-14,http://ufcstats.com/fighter-details/9673a497a9da119a,True
James Vick,75.0,155.0,76.0,Orthodox,1987-02-23,http://ufcstats.com/fighter-details/6256b2b1562cb8e1,True
Milton Vieira,72.0,145.0,,Orthodox,1978-10-04,http://ufcstats.com/fighter-details/7cf20446453f852b,True
Reginaldo Vieira,67.0,135.0,65.0,Orthodox,1982-11-26,http://ufcstats.com/fighter-details/f9081770e28ea2e1,True
Ketlen Vieira,68.0,135.0,68.0,Orthodox,1991-08-26,http://ufcstats.com/fighter-details/b9706f80d005036c,True
Rodolfo Vieira,72.0,185.0,73.0,Orthodox,1989-09-25,http://ufcstats.com/fighter-details/260e9e0d4954aea6,True
Steve Vigneault,70.0,185.0,,Orthodox,1978-02-14,http://ufcstats.com/fighter-details/6888e31ce88f5b17,True
Gian Villante,75.0,230.0,76.0,Orthodox,1985-08-18,http://ufcstats.com/fighter-details/fcd448a2fe1a23cc,True
Ike Villanueva,73.0,205.0,73.0,Orthodox,1984-04-04,http://ufcstats.com/fighter-details/f9d0cae37dabfafc,True
Danillo Villefort,73.0,185.0,,Orthodox,1983-05-08,http://ufcstats.com/fighter-details/fd87b1bbfcde9d5e,True
Yuri Villefort,72.0,170.0,73.0,Orthodox,1991-03-23,http://ufcstats.com/fighter-details/0fb1e2694a39a02f,True
Marcos Vinicius,69.0,125.0,,Orthodox,1979-12-05,http://ufcstats.com/fighter-details/e363b21261814830,True
Falaniko Vitale,70.0,185.0,,Orthodox,1974-07-14,http://ufcstats.com/fighter-details/445a98acb8985970,True
Cheyanne Vlismas,63.0,115.0,63.0,Switch,1995-06-25,http://ufcstats.com/fighter-details/4959f10a62f3fec3,True
Bobby Voelker,72.0,170.0,74.0,Orthodox,1979-04-26,http://ufcstats.com/fighter-details/fb8a3025ae722e64,True
Alexander Volkanovski,66.0,145.0,71.0,Orthodox,1988-09-29,http://ufcstats.com/fighter-details/e1248941344b3288,True
Jacob Volkmann,69.0,155.0,71.0,Southpaw,1980-09-05,http://ufcstats.com/fighter-details/6f81b6de2557739a,True
Alexander Volkov,79.0,250.0,80.0,Orthodox,1988-10-24,http://ufcstats.com/fighter-details/279566840aa55bf2,True
Jason Von Flue,72.0,170.0,,Orthodox,1975-08-01,http://ufcstats.com/fighter-details/c4b9296214f4c09c,True
Chris Wade,70.0,155.0,70.0,Orthodox,1987-09-30,http://ufcstats.com/fighter-details/c8097968da5e5f13,True
Neil Wain,70.0,242.0,,Orthodox,,http://ufcstats.com/fighter-details/6b7bc7eaf2465387,True
TJ Waldburger,71.0,170.0,75.0,Orthodox,1988-04-25,http://ufcstats.com/fighter-details/8f2939f5fd9cca1e,True
Donny Walker,69.0,135.0,,,1980-01-04,http://ufcstats.com/fighter-details/e6147d5ab3685899,True
Johnny Walker,78.0,205.0,82.0,Orthodox,1992-03-30,http://ufcstats.com/fighter-details/c21f26bbde777573,True
Ben Wall,70.0,155.0,,Orthodox,1989-03-25,http://ufcstats.com/fighter-details/1ad381c8994c4e5b,True
Crafton Wallace,72.0,185.0,,Orthodox,1975-11-10,http://ufcstats.com/fighter-details/bf41b5131545da12,True
Rodney Wallace,69.0,205.0,72.0,Switch,1981-11-21,http://ufcstats.com/fighter-details/b9415726dc3ec526,True
Jim Wallhead,70.0,170.0,,Orthodox,1984-03-14,http://ufcstats.com/fighter-details/0c670b443c3d269f,True
Cory Walmsley,72.0,205.0,,Orthodox,,http://ufcstats.com/fighter-details/83c6c3e0f8bde8ee,True
Richard Walsh,72.0,170.0,73.0,Orthodox,1988-12-01,http://ufcstats.com/fighter-details/303a05a7aa3ff761,True
Patrick Walsh,71.0,185.0,,,1988-11-28,http://ufcstats.com/fighter-details/b4c96c3d9139bf0e,True
Andy Wang,66.0,155.0,,Orthodox,1977-05-28,http://ufcstats.com/fighter-details/476414d2f18cd059,True
Sai Wang,72.0,170.0,,Southpaw,1986-01-14,http://ufcstats.com/fighter-details/efb9a43415a56d34,True
Anying Wang,72.0,170.0,,Orthodox,1991-04-04,http://ufcstats.com/fighter-details/69e8c632135af48b,True
Curt Warburton,72.0,155.0,73.0,Orthodox,,http://ufcstats.com/fighter-details/2721bb808bb2523c,True
Charlie Ward,71.0,170.0,,Orthodox,1980-12-17,http://ufcstats.com/fighter-details/e81dd0bb8a64b550,True
Terrion Ware,68.0,135.0,71.0,Orthodox,1986-03-31,http://ufcstats.com/fighter-details/ba5e253af86db1a8,True
Ron Waterman,74.0,280.0,,Orthodox,1965-11-23,http://ufcstats.com/fighter-details/efaf544314bb5c2e,True
Dominic Waters,73.0,170.0,79.0,Orthodox,1989-04-11,http://ufcstats.com/fighter-details/2de91c2244ad7e89,True
Michelle Waterson,63.0,115.0,62.0,Orthodox,1986-01-06,http://ufcstats.com/fighter-details/eb04b9d31e938edb,True
Kyle Watson,72.0,155.0,,Southpaw,1979-08-09,http://ufcstats.com/fighter-details/d7b2c0b53883ee80,True
Walel Watson,71.0,135.0,75.0,Orthodox,1984-07-16,http://ufcstats.com/fighter-details/92aafa8f4b26269b,True
Tom Watson,73.0,185.0,73.0,Orthodox,1982-07-13,http://ufcstats.com/fighter-details/6809c31286b08d97,True
Brok Weaver,72.0,155.0,73.0,Southpaw,1991-12-05,http://ufcstats.com/fighter-details/7c9f96f9a6a5cd50,True
Jonavin Webb,70.0,170.0,,Orthodox,1989-04-28,http://ufcstats.com/fighter-details/f40ec51dd4de47c3,True
Royston Wee,67.0,135.0,67.0,Orthodox,1986-11-15,http://ufcstats.com/fighter-details/b9c03e7a4557e542,True
Darian Weeks,71.0,170.0,72.0,Orthodox,1993-11-23,http://ufcstats.com/fighter-details/326a001926ffb7ec,True
Joshua Weems,68.0,135.0,69.0,Orthodox,1994-05-05,http://ufcstats.com/fighter-details/69888118d968ba52,True
Chris Weidman,74.0,185.0,78.0,Orthodox,1984-06-17,http://ufcstats.com/fighter-details/3a8176e15b9887c1,True
Mark Weir,74.0,185.0,,Southpaw,1967-09-19,http://ufcstats.com/fighter-details/9ccdd2ce45903f34,True
Christian Wellisch,74.0,234.0,77.0,Orthodox,1975-09-13,http://ufcstats.com/fighter-details/f1b2a4365799c48b,True
Jeremiah Wells,69.0,170.0,74.0,Switch,1986-10-30,http://ufcstats.com/fighter-details/d66a46de8d705353,True
Fabricio Werdum,76.0,231.0,77.0,Orthodox,1977-07-30,http://ufcstats.com/fighter-details/492b202d2064e7a9,True
Mike Wessel,72.0,260.0,,Orthodox,1977-12-02,http://ufcstats.com/fighter-details/b51841e7c594090d,True
Sheldon Westcott,73.0,170.0,71.0,Southpaw,1984-08-20,http://ufcstats.com/fighter-details/ec2d13a87d3d9541,True
Vernon White,72.0,205.0,,Southpaw,1971-12-03,http://ufcstats.com/fighter-details/12458872d6afae1b,True
Alex White,72.0,155.0,71.0,Southpaw,1988-10-22,http://ufcstats.com/fighter-details/c17041f1bb5768d8,True
Craig White,74.0,170.0,76.0,Orthodox,1990-07-01,http://ufcstats.com/fighter-details/3dd949593346dbc3,True
Robert Whiteford,69.0,145.0,69.0,Southpaw,1983-04-12,http://ufcstats.com/fighter-details/1dafccb62a0f98ec,True
Mike Whitehead,73.0,205.0,,Orthodox,1981-06-29,http://ufcstats.com/fighter-details/22d1e00e1aabb7c9,True
Garett Whiteley,72.0,155.0,72.0,Orthodox,1980-12-13,http://ufcstats.com/fighter-details/129537073431e52e,True
Emily Whitmire,65.0,125.0,63.0,Orthodox,1991-05-24,http://ufcstats.com/fighter-details/b3d21b2610dcfaeb,True
Robert Whittaker,72.0,185.0,73.0,Orthodox,1990-12-20,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,True
Adam Wieczorek,77.0,250.0,81.0,Orthodox,1992-02-05,http://ufcstats.com/fighter-details/efa1f6b42c86793c,True
Orlando Wiet,70.0,170.0,,Southpaw,,http://ufcstats.com/fighter-details/a6c2f5381d575920,True
Jonathan Wiezorek,75.0,250.0,,Southpaw,1978-02-10,http://ufcstats.com/fighter-details/60884f31ead1609c,True
Aaron Wilkinson,70.0,155.0,,,1987-01-31,http://ufcstats.com/fighter-details/338a11d3674eb2d4,True
Mike Wilkinson,67.0,145.0,66.0,Orthodox,1987-09-15,http://ufcstats.com/fighter-details/cfaf010d5b389c09,True
Rob Wilkinson,75.0,185.0,80.0,Orthodox,1992-02-22,http://ufcstats.com/fighter-details/826475cc758e60e6,True
James Wilks,73.0,170.0,75.0,Orthodox,1978-05-04,http://ufcstats.com/fighter-details/852454c572675334,True
Tedd Williams,73.0,275.0,,Orthodox,1969-12-19,http://ufcstats.com/fighter-details/b63e800c18e011b5,True
Pete Williams,75.0,235.0,,Orthodox,1975-07-10,http://ufcstats.com/fighter-details/6291ac0a3726732f,True
Patrick Williams,68.0,135.0,73.0,Orthodox,1981-09-07,http://ufcstats.com/fighter-details/39330403ad27c2bb,True
Tim Williams,74.0,185.0,76.0,Orthodox,1986-07-03,http://ufcstats.com/fighter-details/990bd63726a577f8,True
Jordan Williams,73.0,185.0,75.0,Southpaw,1990-10-13,http://ufcstats.com/fighter-details/e26bd53b751d61d9,True
Cole Williams,72.0,170.0,73.0,Orthodox,1983-12-15,http://ufcstats.com/fighter-details/f9a20a17d712ef7c,True
Khaos Williams,72.0,170.0,77.0,Orthodox,1994-03-30,http://ufcstats.com/fighter-details/2558ae2e5671e318,True
Justin Willis,73.0,264.0,78.0,Southpaw,1987-07-19,http://ufcstats.com/fighter-details/ce1e867808ef5fce,True
Chris Wilson,73.0,170.0,75.0,Orthodox,1977-06-07,http://ufcstats.com/fighter-details/a56607a451e4c70d,True
Jonathan Wilson,74.0,205.0,75.0,Southpaw,1987-07-17,http://ufcstats.com/fighter-details/cd01f0b768a32475,True
Matt Wiman,70.0,155.0,68.0,Orthodox,1983-09-19,http://ufcstats.com/fighter-details/eb29176b03dfa888,True
Eddie Wineland,67.0,135.0,69.0,Orthodox,1984-06-26,http://ufcstats.com/fighter-details/fc9a9559a05f2704,True
Deron Winn,66.0,185.0,70.0,Orthodox,1989-06-13,http://ufcstats.com/fighter-details/483a953b18d73bb3,True
Andre Winner,71.0,155.0,73.0,Orthodox,1981-11-09,http://ufcstats.com/fighter-details/b45d6b73f4ca4467,True
Eric Wisely,68.0,145.0,,Southpaw,1984-07-25,http://ufcstats.com/fighter-details/53f84637dfffab7a,True
Keith Wisniewski,72.0,170.0,,Orthodox,1981-10-25,http://ufcstats.com/fighter-details/cd12227edd3f134b,True
Jason Witt,70.0,170.0,70.0,Orthodox,1986-11-07,http://ufcstats.com/fighter-details/5f3805dda9661cba,True
Travis Wiuff,75.0,205.0,,Orthodox,1978-03-15,http://ufcstats.com/fighter-details/7f9f528cb72a6ed1,True
Ray Wizard,,,,,,http://ufcstats.com/fighter-details/ea0ad155451ed1f5,True
Danyelle Wolf,71.0,145.0,70.0,Orthodox,1983-09-08,http://ufcstats.com/fighter-details/a7e3f02fe2b2fe30,True
Brandon Wolff,69.0,170.0,,Orthodox,1975-10-18,http://ufcstats.com/fighter-details/aa79d5399571068e,True
Joanne Wood,66.0,125.0,65.0,Orthodox,1985-12-23,http://ufcstats.com/fighter-details/12f91bfa8f1f723b,True
Nathaniel Wood,66.0,135.0,69.0,Orthodox,1993-05-08,http://ufcstats.com/fighter-details/329e403448756217,True
Tyron Woodley,69.0,170.0,74.0,Orthodox,1982-04-07,http://ufcstats.com/fighter-details/effd9de9937996f8,True
Sean Woodson,74.0,145.0,78.0,Orthodox,1992-06-07,http://ufcstats.com/fighter-details/4682bc59d5f55145,True
Cal Worsham,71.0,230.0,,Orthodox,,http://ufcstats.com/fighter-details/de3ed2e152520c8d,True
Khama Worthy,71.0,155.0,74.0,Orthodox,1986-10-15,http://ufcstats.com/fighter-details/78e501478a36a018,True
Justin Wren,74.0,265.0,,Orthodox,1987-04-27,http://ufcstats.com/fighter-details/e78f601035d677f2,True
Jordan Wright,74.0,185.0,77.0,Orthodox,1991-10-07,http://ufcstats.com/fighter-details/c878270af633eb11,True
Marcin Wrzosek,69.0,155.0,,,1987-10-14,http://ufcstats.com/fighter-details/aac6edb0d5e0b7e9,True
Wu Yanan,68.0,135.0,66.0,Orthodox,1996-04-18,http://ufcstats.com/fighter-details/fdbefee0827e1567,True
Jamie Yager,73.0,185.0,,Orthodox,1983-11-29,http://ufcstats.com/fighter-details/85248da6e9e2f7e7,True
Eddie Yagin,67.0,145.0,,Orthodox,1979-03-23,http://ufcstats.com/fighter-details/cc84b68f862b466f,True
Rani Yahya,66.0,135.0,67.0,Orthodox,1984-09-12,http://ufcstats.com/fighter-details/94527830000ab715,True
Alexander Yakovlev,75.0,155.0,74.0,Southpaw,1984-07-18,http://ufcstats.com/fighter-details/d06f8869449ba7bd,True
Keiichiro Yamamiya,71.0,185.0,,Southpaw,1972-07-12,http://ufcstats.com/fighter-details/6014d25e73b669c9,True
Kenichi Yamamoto,72.0,170.0,,Orthodox,1976-07-11,http://ufcstats.com/fighter-details/9f488f520ed25bbf,True
Norifumi Yamamoto,64.0,135.0,66.0,Southpaw,1977-03-15,http://ufcstats.com/fighter-details/4834ff149dc9542a,True
Yan Xiaonan,65.0,115.0,63.0,Orthodox,1989-06-16,http://ufcstats.com/fighter-details/c41d426cc7326d1b,True
Petr Yan,67.0,135.0,67.0,Switch,1993-02-11,http://ufcstats.com/fighter-details/d661ce4da776fc20,True
Adam Yandiev,69.0,185.0,74.0,Orthodox,1988-08-07,http://ufcstats.com/fighter-details/0a95c474e61a6c44,True
Adrian Yanez,67.0,135.0,70.0,Orthodox,1993-11-29,http://ufcstats.com/fighter-details/0232cabbc30a2372,True
Dongi Yang,70.0,185.0,73.0,Southpaw,1984-12-07,http://ufcstats.com/fighter-details/aed06011bf62237b,True
Jianping Yang,67.0,145.0,,Orthodox,1988-11-27,http://ufcstats.com/fighter-details/d3c554d6e11fc9d6,True
Masutatsu Yano,69.0,198.0,,Orthodox,1975-07-11,http://ufcstats.com/fighter-details/d56caaa5e123f518,True
Emmanuel Yarborough,80.0,770.0,,Open Stance,1960-09-05,http://ufcstats.com/fighter-details/2299605af59fd309,True
Cale Yarbrough,73.0,185.0,,Orthodox,1986-12-27,http://ufcstats.com/fighter-details/a0b91014e9d16a76,True
Ashley Yoder,67.0,115.0,69.0,Southpaw,1987-10-20,http://ufcstats.com/fighter-details/b4c6c904a9ffc5e8,True
Yoshiyuki Yoshida,71.0,170.0,70.0,Southpaw,1974-05-10,http://ufcstats.com/fighter-details/ab8900ae1f1dfd4c,True
Jason Young,69.0,145.0,73.0,Orthodox,1986-06-28,http://ufcstats.com/fighter-details/f59e9e49ef85b469,True
Shane Young,68.0,145.0,72.0,Orthodox,1993-07-31,http://ufcstats.com/fighter-details/4cd8b03aee1d0138,True
Shanna Young,67.0,135.0,65.0,Orthodox,1991-02-20,http://ufcstats.com/fighter-details/568bbad0eaced57c,True
Besam Yousef,71.0,170.0,,Orthodox,1985-03-25,http://ufcstats.com/fighter-details/98ec9f385cca47fc,True
Rob Yundt,73.0,185.0,,Orthodox,1980-05-05,http://ufcstats.com/fighter-details/42078a86d3dd037b,True
Sodiq Yusuff,69.0,145.0,71.0,Orthodox,1993-05-19,http://ufcstats.com/fighter-details/94426bb170c88115,True
Gilbert Yvel,74.0,225.0,77.0,Orthodox,1976-06-30,http://ufcstats.com/fighter-details/d29b5c4f22c6357d,True
Luke Zachrich,74.0,185.0,74.0,Orthodox,1981-12-19,http://ufcstats.com/fighter-details/2284092f8b63273b,True
Anton Zafir,71.0,170.0,,Orthodox,1987-05-10,http://ufcstats.com/fighter-details/8c822811eedc11ad,True
Aiemann Zahabi,68.0,135.0,68.0,Orthodox,1987-11-19,http://ufcstats.com/fighter-details/24656ef4d605c96f,True
Youssef Zalal,70.0,145.0,72.0,Switch,1996-09-04,http://ufcstats.com/fighter-details/52c2ae6d2f2d2613,True
Elizeu Zaleski dos Santos,71.0,170.0,73.0,Orthodox,1986-12-11,http://ufcstats.com/fighter-details/8adcbd525fab8d9b,True
Roger Zapata,71.0,170.0,,Southpaw,1986-05-09,http://ufcstats.com/fighter-details/fe5ca7ef93c3f6a7,True
David Zawada,72.0,170.0,75.0,Orthodox,1990-08-01,http://ufcstats.com/fighter-details/3bb2dc8e87b10a46,True
Joao Zeferino,71.0,170.0,,Orthodox,1986-01-15,http://ufcstats.com/fighter-details/be4076c9e8d791e3,True
Daniel Zellhuber,73.0,155.0,77.0,Switch,1999-07-07,http://ufcstats.com/fighter-details/4148802ae4a50768,True
Zhang Tiequan,68.0,155.0,69.0,Orthodox,1978-07-25,http://ufcstats.com/fighter-details/c23e3d4875340d8d,True
Zhang Lipeng,71.0,155.0,71.0,Southpaw,1990-03-10,http://ufcstats.com/fighter-details/7b310409440c9102,True
Zhang Weili,64.0,115.0,63.0,Switch,1989-08-13,http://ufcstats.com/fighter-details/1ebe20ebbfa15e29,True
Yao Zhikui,65.0,125.0,64.0,Orthodox,1991-02-07,http://ufcstats.com/fighter-details/5ea918ea81b7dee2,True
Zhalgas Zhumagulov,64.0,125.0,66.0,Switch,1988-08-29,http://ufcstats.com/fighter-details/55fa6ce3e522c8bb,True
Fares Ziam,73.0,155.0,75.0,Orthodox,1997-03-21,http://ufcstats.com/fighter-details/1e4f273069fb9e85,True
James Zikic,74.0,205.0,,Orthodox,1977-03-01,http://ufcstats.com/fighter-details/4b4fc3ddc307bc73,True
Cat Zingano,66.0,145.0,68.0,Southpaw,1982-07-01,http://ufcstats.com/fighter-details/3ecd936bd8814108,True
Igor Zinoviev,73.0,199.0,,Orthodox,,http://ufcstats.com/fighter-details/108afe61a26bcbf4,True
Allan Zuniga,67.0,155.0,70.0,Orthodox,1992-04-04,http://ufcstats.com/fighter-details/523af801b3429015,True
Tatsuro Taira,,,,,2000-01-27,http://ufcstats.com/fighter-details/4461d7e47375a895,True
