FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL,Has_fight,AGE
Bruno Silva Blindado,72.0,185.0,74.0,Orthodox,1989-07-13,http://ufcstats.com/fighter-details/12ebd7d157e91701,True,33.0
Gabriel Silva,66.0,135.0,71.0,Orthodox,1994-08-26,http://ufcstats.com/fighter-details/002ca196477ce572,True,28.0
Natalia Silva,64.0,125.0,,,1997-02-03,http://ufcstats.com/fighter-details/262d32ebda89efc4,True,25.0
Karine Silva,65.0,125.0,67.0,Orthodox,1993-12-02,http://ufcstats.com/fighter-details/9d62c2d8ee151f08,True,29.0
Douglas Silva de Andrade,67.0,135.0,68.0,Orthodox,1985-06-22,http://ufcstats.com/fighter-details/3a314d9fa7c6825d,True,37.0
Marcus Silveira,75.0,242.0,,Orthodox,,http://ufcstats.com/fighter-details/f717b6002486f73f,True,
Elias Silverio,71.0,155.0,73.0,Orthodox,1986-09-22,http://ufcstats.com/fighter-details/52ba464d9068d871,True,36.0
Jamey Simmons,66.0,135.0,70.0,Orthodox,1992-09-11,http://ufcstats.com/fighter-details/f0fad0e9f3b65752,True,30.0
Ricky Simon,66.0,135.0,69.0,Orthodox,1992-08-31,http://ufcstats.com/fighter-details/5987b2458f4b5290,True,30.0
Aaron Simpson,72.0,170.0,73.0,Orthodox,1974-07-20,http://ufcstats.com/fighter-details/d5f820c11a121050,True,48.0
Wes Sims,82.0,260.0,,Orthodox,1979-08-04,http://ufcstats.com/fighter-details/e0f7c4f3f67bc808,True,43.0
Tony Sims,71.0,155.0,70.0,Southpaw,1985-10-14,http://ufcstats.com/fighter-details/57bad6a84230f0c9,True,37.0
Lodune Sincaid,69.0,185.0,,Orthodox,1973-05-07,http://ufcstats.com/fighter-details/265589bdd93e7ce5,True,49.0
Rory Singer,74.0,185.0,77.0,Orthodox,1976-05-28,http://ufcstats.com/fighter-details/546015aa2ad945fd,True,46.0
Elvis Sinosic,75.0,205.0,77.0,Orthodox,1971-02-13,http://ufcstats.com/fighter-details/817e0bdf08efce2e,True,51.0
Dennis Siver,66.0,145.0,70.0,Orthodox,1979-01-13,http://ufcstats.com/fighter-details/5f87a5c00b3d17ed,True,44.0
Chas Skelly,71.0,145.0,72.0,Orthodox,1985-05-11,http://ufcstats.com/fighter-details/4bd6b4800070b069,True,37.0
Joe Slick,72.0,199.0,,Orthodox,1977-10-17,http://ufcstats.com/fighter-details/80e6d71e14c1d356,True,45.0
Maurice Smith,74.0,221.0,,Orthodox,1961-12-13,http://ufcstats.com/fighter-details/33e33d51f289d2a1,True,61.0
Patrick Smith,74.0,225.0,,Orthodox,1963-08-28,http://ufcstats.com/fighter-details/46c8ec317aff28ac,True,59.0
Scott Smith,72.0,185.0,70.0,Orthodox,1979-05-21,http://ufcstats.com/fighter-details/3410cf010558dc8b,True,43.0
Trevor Smith,75.0,185.0,75.0,Orthodox,1981-01-05,http://ufcstats.com/fighter-details/f797f0c57a83353e,True,42.0
Anthony Smith,76.0,205.0,76.0,Orthodox,1988-07-26,http://ufcstats.com/fighter-details/d4c9dcd330403612,True,34.0
Colton Smith,72.0,155.0,71.0,Orthodox,1987-08-14,http://ufcstats.com/fighter-details/2e25c1d983c26311,True,35.0
Gilbert Smith,69.0,185.0,,Southpaw,1981-10-19,http://ufcstats.com/fighter-details/54ed8dc6f8c31207,True,41.0
Leslie Smith,69.0,135.0,66.0,Orthodox,1982-08-17,http://ufcstats.com/fighter-details/76984112f697631f,True,40.0
Devonte Smith,69.0,155.0,76.0,Orthodox,1993-07-30,http://ufcstats.com/fighter-details/207773daeb4afa7b,True,29.0
Cole Smith,71.0,135.0,67.0,Orthodox,1989-04-05,http://ufcstats.com/fighter-details/56709e66f1c6008f,True,33.0
Dmitrii Smoliakov,74.0,253.0,74.0,Switch,1982-08-05,http://ufcstats.com/fighter-details/75afb06215a07341,True,40.0
Louis Smolka,69.0,135.0,68.0,Orthodox,1991-07-16,http://ufcstats.com/fighter-details/d2bc285ead803db0,True,31.0
Richie Smullen,69.0,155.0,68.0,Orthodox,1991-08-17,http://ufcstats.com/fighter-details/f75c5ca0d91b9115,True,31.0
Peter Sobotta,72.0,170.0,75.0,Southpaw,1987-01-11,http://ufcstats.com/fighter-details/1fcfc3709fe58151,True,36.0
Renato Sobral,73.0,205.0,75.0,Orthodox,1975-09-07,http://ufcstats.com/fighter-details/d468288756ae3982,True,47.0
Rameau Thierry Sokoudjou,70.0,205.0,78.0,Orthodox,1984-04-18,http://ufcstats.com/fighter-details/d1152823307d7e7c,True,38.0
Joe Solecki,69.0,155.0,70.0,Orthodox,1993-08-27,http://ufcstats.com/fighter-details/af65aa688d13eedf,True,29.0
Joe Son,64.0,236.0,,Orthodox,1970-11-22,http://ufcstats.com/fighter-details/83b743fedde154fb,True,52.0
Song Kenan,72.0,170.0,71.0,Orthodox,1990-03-10,http://ufcstats.com/fighter-details/32490e80ddab1e5a,True,32.0
Song Yadong,68.0,135.0,67.0,Orthodox,1997-12-02,http://ufcstats.com/fighter-details/efb96bf3e9ada36f,True,25.0
Chael Sonnen,73.0,205.0,73.0,Southpaw,1977-04-03,http://ufcstats.com/fighter-details/48d1f690b763934c,True,45.0
Jin Soo Son,66.0,135.0,69.0,Orthodox,1993-04-01,http://ufcstats.com/fighter-details/7c9c6a884be167fe,True,29.0
Sean Soriano,69.0,145.0,70.0,Orthodox,1989-10-06,http://ufcstats.com/fighter-details/bd5403efbaa445c0,True,33.0
Punahele Soriano,71.0,185.0,72.0,Southpaw,1992-11-22,http://ufcstats.com/fighter-details/64facb6cc564262d,True,30.0
Dmitry Sosnovskiy,75.0,240.0,77.0,Orthodox,1989-07-06,http://ufcstats.com/fighter-details/85ff1b9471d35238,True,33.0
Ben Sosoli,72.0,265.0,72.0,Southpaw,1989-12-10,http://ufcstats.com/fighter-details/326f94d6cfb1bf25,True,33.0
Krzysztof Soszynski,73.0,205.0,77.0,Open Stance,1977-08-02,http://ufcstats.com/fighter-details/59583ff832fe9d68,True,45.0
George Sotiropoulos,70.0,155.0,71.0,Orthodox,1977-07-09,http://ufcstats.com/fighter-details/896c322f56b8be5a,True,45.0
Greg Soto,71.0,170.0,73.0,Orthodox,1986-06-03,http://ufcstats.com/fighter-details/9c669abd35b2522f,True,36.0
Alex Soto,68.0,135.0,,Southpaw,1984-02-15,http://ufcstats.com/fighter-details/d18dbcb0f8e2b55d,True,38.0
Joe Soto,66.0,135.0,65.0,Orthodox,1987-03-22,http://ufcstats.com/fighter-details/a4e85a58fbce64b2,True,35.0
Andre Soukhamthath,69.0,135.0,70.0,Orthodox,1988-10-23,http://ufcstats.com/fighter-details/d0e50a3d1b250708,True,34.0
Bobby Southworth,74.0,205.0,,Orthodox,1969-12-16,http://ufcstats.com/fighter-details/aee8eecfc4bfb1e7,True,53.0
Jacare Souza,73.0,185.0,72.0,Orthodox,1979-12-07,http://ufcstats.com/fighter-details/7a703c565ccaa18f,True,43.0
Edimilson Souza,72.0,145.0,74.0,Orthodox,1984-10-17,http://ufcstats.com/fighter-details/6c7020b859c7a3ce,True,38.0
Livinha Souza,63.0,115.0,63.0,Orthodox,1991-03-11,http://ufcstats.com/fighter-details/dab8cfbb6b1db10a,True,31.0
Bruno Souza,70.0,145.0,70.0,Orthodox,1996-03-07,http://ufcstats.com/fighter-details/0e5c4e72237461bb,True,26.0
Chris Spang,74.0,170.0,,Orthodox,1987-11-26,http://ufcstats.com/fighter-details/411d012af19ecb59,True,35.0
Ryan Spann,77.0,205.0,79.0,Orthodox,1991-08-24,http://ufcstats.com/fighter-details/a67f5afa8d6a1b80,True,31.0
Tommy Speer,70.0,170.0,71.0,Orthodox,1984-08-20,http://ufcstats.com/fighter-details/1411c630ba711b64,True,38.0
Sean Spencer,70.0,170.0,74.0,Orthodox,1987-06-25,http://ufcstats.com/fighter-details/ab850a77a0fa487d,True,35.0
Felicia Spencer,66.0,145.0,68.0,Orthodox,1990-11-29,http://ufcstats.com/fighter-details/39d91e95949de3d9,True,32.0
Eric Spicely,73.0,185.0,73.0,Orthodox,1986-09-29,http://ufcstats.com/fighter-details/b9664eae2ac75262,True,36.0
Daniel Spitz,79.0,245.0,82.0,Orthodox,1990-07-31,http://ufcstats.com/fighter-details/f86cb5f25d545e0e,True,32.0
Serghei Spivac,75.0,260.0,78.0,Orthodox,1995-01-24,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c,True,28.0
Daniel Spohn,76.0,205.0,79.0,Southpaw,1984-10-12,http://ufcstats.com/fighter-details/87f3bbf52e6c9dc9,True,38.0
Pete Spratt,69.0,170.0,,Orthodox,1971-01-09,http://ufcstats.com/fighter-details/c3ea8deeba00462b,True,52.0
Austin Springer,68.0,145.0,71.0,Orthodox,1987-05-12,http://ufcstats.com/fighter-details/37cc294027f55e4d,True,35.0
Georges St-Pierre,71.0,185.0,76.0,Orthodox,1981-05-19,http://ufcstats.com/fighter-details/6506c1d34da9c013,True,41.0
Andreas Stahl,71.0,170.0,,Orthodox,1988-05-20,http://ufcstats.com/fighter-details/69a400af4420cd6a,True,34.0
Ron Stallings,74.0,170.0,75.0,Southpaw,1983-01-25,http://ufcstats.com/fighter-details/6dd758d34da8d254,True,40.0
Cody Stamann,66.0,145.0,64.0,Orthodox,1989-11-09,http://ufcstats.com/fighter-details/bf7ad5628363eec9,True,33.0
Cristina Stanciu,63.0,115.0,,Orthodox,1994-03-29,http://ufcstats.com/fighter-details/175852708cb55776,True,28.0
Brian Stann,73.0,205.0,74.0,Orthodox,1980-09-24,http://ufcstats.com/fighter-details/579fcdfcabd23a7b,True,42.0
Josh Stansbury,74.0,205.0,74.0,Orthodox,1984-11-19,http://ufcstats.com/fighter-details/30ea504870f8597b,True,38.0
Clifford Starks,72.0,185.0,78.0,Orthodox,1981-04-25,http://ufcstats.com/fighter-details/5abf827d62f98fee,True,41.0
Kalib Starnes,75.0,185.0,74.0,Orthodox,1975-01-06,http://ufcstats.com/fighter-details/c8136ab8aa32c974,True,48.0
Laureano Staropoli,73.0,185.0,71.0,Orthodox,1993-02-27,http://ufcstats.com/fighter-details/a12a8314adc1c1c9,True,29.0
Damian Stasiak,65.0,135.0,70.0,Orthodox,1990-02-20,http://ufcstats.com/fighter-details/42a7e90605df3c8a,True,32.0
Dominique Steele,70.0,170.0,74.0,Orthodox,1988-01-27,http://ufcstats.com/fighter-details/68c11c27d4d56572,True,35.0
Steve Steinbeiss,75.0,185.0,75.0,Orthodox,1981-05-05,http://ufcstats.com/fighter-details/0b5b6876c2a4723f,True,41.0
Dmitri Stepanov,75.0,217.0,,Orthodox,,http://ufcstats.com/fighter-details/738acab0c6934dd8,True,
Jeremy Stephens,69.0,145.0,71.0,Orthodox,1986-05-25,http://ufcstats.com/fighter-details/18968f97ad34f15c,True,36.0
Aljamain Sterling,67.0,135.0,71.0,Orthodox,1989-07-31,http://ufcstats.com/fighter-details/cb696ebfb6598724,True,33.0
Joe Stevenson,67.0,145.0,70.0,Orthodox,1982-06-15,http://ufcstats.com/fighter-details/79899ecf62020f6d,True,40.0
Maia Stevenson,64.0,115.0,62.0,Orthodox,1982-03-19,http://ufcstats.com/fighter-details/2fee10d5cf86bfca,True,40.0
Darren Stewart,72.0,205.0,74.0,Orthodox,1990-12-30,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f,True,32.0
Kyle Stewart,72.0,170.0,76.0,Orthodox,1989-01-31,http://ufcstats.com/fighter-details/bb61823f76361297,True,33.0
Alex Stiebling,74.0,205.0,,Southpaw,,http://ufcstats.com/fighter-details/df5a77121ba84a5d,True,
Dan Stittgen,73.0,170.0,,Orthodox,1980-11-17,http://ufcstats.com/fighter-details/cc3147b49c7d7d92,True,42.0
Denis Stojnic,72.0,245.0,,Orthodox,1980-02-02,http://ufcstats.com/fighter-details/a421465acbe59c77,True,42.0
Julija Stoliarenko,67.0,135.0,66.0,,1993-04-08,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb,True,29.0
Dustin Stoltzfus,72.0,185.0,75.0,Orthodox,1991-11-15,http://ufcstats.com/fighter-details/71505842fb6455c3,True,31.0
Niklas Stolze,72.0,170.0,75.0,Switch,1992-12-28,http://ufcstats.com/fighter-details/62f7097c04311193,True,30.0
Ken Stone,68.0,135.0,71.0,Southpaw,1982-10-08,http://ufcstats.com/fighter-details/fbf0947399d14323,True,40.0
Rick Story,69.0,170.0,71.0,Southpaw,1984-08-28,http://ufcstats.com/fighter-details/5b5307450405abf0,True,38.0
Darko Stosic,72.0,205.0,76.0,Orthodox,1992-02-09,http://ufcstats.com/fighter-details/025f0b1b58fbad01,True,30.0
Greg Stott,67.0,220.0,,Southpaw,,http://ufcstats.com/fighter-details/91181b29be041f1c,True,
Curtis Stout,73.0,185.0,,Southpaw,1973-11-07,http://ufcstats.com/fighter-details/e09dbbd5fe3f0fe2,True,49.0
Sam Stout,69.0,155.0,70.0,Orthodox,1984-04-23,http://ufcstats.com/fighter-details/501b07aec9b8fc2d,True,38.0
Jesse Strader,67.0,135.0,70.0,Orthodox,1991-05-29,http://ufcstats.com/fighter-details/8c39367b53eadf8a,True,31.0
Dave Strasser,70.0,170.0,,Orthodox,1969-07-13,http://ufcstats.com/fighter-details/980b4e712489098e,True,53.0
Gerald Strebendt,69.0,155.0,,Orthodox,1979-03-01,http://ufcstats.com/fighter-details/04f9fe830cf13482,True,43.0
Sean Strickland,73.0,185.0,76.0,Orthodox,1991-02-27,http://ufcstats.com/fighter-details/0d8011111be000b2,True,31.0
Mark Striegl,68.0,135.0,70.0,Southpaw,1988-06-23,http://ufcstats.com/fighter-details/ef1182eb28c17d4e,True,34.0
Hans Stringer,75.0,205.0,,Orthodox,1987-07-06,http://ufcstats.com/fighter-details/523f6ad11dbe9b53,True,35.0
Stefan Struve,83.0,265.0,84.0,Orthodox,1988-02-18,http://ufcstats.com/fighter-details/ebc1f40e00e0c481,True,34.0
Mike Stumpf,70.0,170.0,,,1986-08-01,http://ufcstats.com/fighter-details/c0c36a5b3d5bbdd5,True,36.0
Tatiana Suarez,65.0,115.0,66.0,Southpaw,1990-12-19,http://ufcstats.com/fighter-details/b08012bbe542592a,True,32.0
Genki Sudo,69.0,155.0,,Orthodox,1978-03-08,http://ufcstats.com/fighter-details/99dd0147dc4ef80c,True,44.0
George Sullivan,72.0,170.0,73.0,Orthodox,1981-03-13,http://ufcstats.com/fighter-details/6c7e25571490aa3b,True,41.0
Amar Suloev,69.0,183.0,,Orthodox,1976-07-01,http://ufcstats.com/fighter-details/7aa88401f93ce836,True,46.0
Sumudaerji,68.0,125.0,72.0,Southpaw,1996-01-20,http://ufcstats.com/fighter-details/3cf18e01cb6cbde3,True,27.0
Martin Svensson,73.0,155.0,,,1985-04-25,http://ufcstats.com/fighter-details/bcad7223af3c19da,True,37.0
Cub Swanson,68.0,145.0,70.0,Orthodox,1983-11-02,http://ufcstats.com/fighter-details/d247691a6c0e9034,True,39.0
Mike Swick,73.0,170.0,77.0,Orthodox,1979-06-19,http://ufcstats.com/fighter-details/9fe85152f351e737,True,43.0
Floyd Sword,72.0,185.0,,Orthodox,1976-08-24,http://ufcstats.com/fighter-details/5330fe7e4c3af81c,True,46.0
Bentley Syler,64.0,125.0,,Orthodox,1982-12-22,http://ufcstats.com/fighter-details/abd2109bc4cb0291,True,40.0
Tim Sylvia,80.0,265.0,80.0,Orthodox,1976-03-05,http://ufcstats.com/fighter-details/2a542ee8a8b83559,True,46.0
Eugenio Tadeu,68.0,160.0,,Orthodox,,http://ufcstats.com/fighter-details/f70144caea5c4c80,True,
Justin Tafa,72.0,264.0,74.0,Southpaw,1993-12-13,http://ufcstats.com/fighter-details/e13abac8089a801a,True,29.0
Khalid Taha,65.0,135.0,69.0,Orthodox,1992-02-15,http://ufcstats.com/fighter-details/b4537562f88ac582,True,30.0
Mairbek Taisumov,69.0,155.0,73.0,Orthodox,1988-08-08,http://ufcstats.com/fighter-details/8f5c8850b2484173,True,34.0
Yoshiki Takahashi,71.0,199.0,,Southpaw,1969-03-13,http://ufcstats.com/fighter-details/6420efac0578988b,True,53.0
Daiju Takase,72.0,170.0,,Southpaw,1978-04-20,http://ufcstats.com/fighter-details/4f74c8be51db8a37,True,44.0
Oleg Taktarov,72.0,210.0,,Orthodox,1967-08-26,http://ufcstats.com/fighter-details/1dc56b59cb28425d,True,55.0
Nordine Taleb,73.0,170.0,74.0,Orthodox,1981-06-10,http://ufcstats.com/fighter-details/49858bf46dabf6fb,True,41.0
Issei Tamura,65.0,135.0,63.0,Orthodox,1984-03-12,http://ufcstats.com/fighter-details/57bf89d42364d39e,True,38.0
Jason Tan,70.0,170.0,,Orthodox,1981-12-17,http://ufcstats.com/fighter-details/ad3041e61896b975,True,41.0
Michinori Tanaka,65.0,135.0,67.0,Orthodox,1990-10-04,http://ufcstats.com/fighter-details/64788ee44b062ded,True,32.0
Evan Tanner,72.0,185.0,74.0,Orthodox,1971-02-11,http://ufcstats.com/fighter-details/8f2d9ee27f206f1f,True,51.0
Miesha Tate,66.0,135.0,65.0,Orthodox,1986-08-18,http://ufcstats.com/fighter-details/b96619b3acd7d9da,True,36.0
Thiago Tavares,67.0,145.0,70.0,Orthodox,1984-11-08,http://ufcstats.com/fighter-details/8a59d346dc976a10,True,38.0
Brad Tavares,73.0,185.0,74.0,Orthodox,1987-12-21,http://ufcstats.com/fighter-details/0c6d9ea8306c029e,True,35.0
Paul Taylor,72.0,155.0,72.0,Orthodox,1979-12-15,http://ufcstats.com/fighter-details/9b74de674c355425,True,43.0
Jesse Taylor,72.0,170.0,73.0,Orthodox,1983-01-02,http://ufcstats.com/fighter-details/dd992d569aaebee6,True,40.0
Danielle Taylor,60.0,115.0,60.0,Orthodox,1989-10-25,http://ufcstats.com/fighter-details/b76c6268dc1d3c05,True,33.0
James Te Huna,74.0,185.0,75.0,Orthodox,1981-09-29,http://ufcstats.com/fighter-details/f5431394fb284bb9,True,41.0
Glover Teixeira,74.0,205.0,76.0,Orthodox,1979-10-28,http://ufcstats.com/fighter-details/7ff97850e8c32bda,True,43.0
John Teixeira,67.0,145.0,,Orthodox,1986-11-18,http://ufcstats.com/fighter-details/86061eaba822bfea,True,36.0
Tra Telligman,74.0,233.0,,Orthodox,1965-02-07,http://ufcstats.com/fighter-details/1dab0d1d81dd06db,True,57.0
David Terrell,73.0,185.0,,Southpaw,1978-01-09,http://ufcstats.com/fighter-details/4123fd4dcc1fe937,True,45.0
David Teymur,69.0,155.0,73.0,Southpaw,1989-05-01,http://ufcstats.com/fighter-details/2747c60e42d9d75f,True,33.0
Daniel Teymur,65.0,145.0,69.0,Orthodox,1988-02-03,http://ufcstats.com/fighter-details/fbf0537e420e698e,True,34.0
Motonobu Tezuka,67.0,135.0,,Southpaw,1987-08-29,http://ufcstats.com/fighter-details/d34636a85f0f4c90,True,35.0
Jason Thacker,70.0,185.0,,Orthodox,1975-08-18,http://ufcstats.com/fighter-details/f0264252e191da22,True,47.0
Brandon Thatch,74.0,170.0,74.0,Switch,1985-07-11,http://ufcstats.com/fighter-details/638cfec7ec559d6e,True,37.0
Elias Theodorou,73.0,185.0,75.0,Orthodox,1988-05-31,http://ufcstats.com/fighter-details/34f88592c0ab7a54,True,34.0
Paulo Thiago,71.0,170.0,74.0,Orthodox,1981-01-25,http://ufcstats.com/fighter-details/30a09e43f15f1d75,True,42.0
Din Thomas,69.0,155.0,,Orthodox,1976-09-28,http://ufcstats.com/fighter-details/40a604761ca7d64d,True,46.0
Ryan Thomas,72.0,170.0,,Orthodox,1984-11-05,http://ufcstats.com/fighter-details/b732b326c362fb62,True,38.0
Nick Thompson,73.0,170.0,74.0,Orthodox,1981-06-23,http://ufcstats.com/fighter-details/7d3caf0f96f1b33d,True,41.0
Oli Thompson,73.0,242.0,,Orthodox,1980-01-02,http://ufcstats.com/fighter-details/dcdd511ff757f15c,True,43.0
Stephen Thompson,72.0,170.0,75.0,Orthodox,1983-02-11,http://ufcstats.com/fighter-details/4a28cb716c19157a,True,39.0
Josh Thomson,70.0,155.0,71.0,Orthodox,1978-09-21,http://ufcstats.com/fighter-details/a566371ba2ad7152,True,44.0
Simeon Thoresen,73.0,170.0,79.0,Orthodox,1984-03-14,http://ufcstats.com/fighter-details/fea8acf9bfcf09ec,True,38.0
Gleison Tibau,70.0,155.0,71.0,Southpaw,1983-10-07,http://ufcstats.com/fighter-details/75e5fec9f72910ef,True,39.0
Chris Tickle,69.0,155.0,,,1982-02-01,http://ufcstats.com/fighter-details/1d1b85389a05df69,True,40.0
Nolan Ticman,66.0,125.0,,Orthodox,1988-05-17,http://ufcstats.com/fighter-details/9eb069062a0cfc13,True,34.0
Darren Till,72.0,185.0,74.0,Southpaw,1992-12-24,http://ufcstats.com/fighter-details/9ce6d5a03af801b7,True,30.0
Dusko Todorovic,73.0,185.0,74.0,Orthodox,1994-05-19,http://ufcstats.com/fighter-details/866fd7b1a6c90e7f,True,28.0
Kazuki Tokudome,71.0,155.0,73.0,Southpaw,1987-03-04,http://ufcstats.com/fighter-details/c4af2feb4b58bc3b,True,35.0
Tyler Toner,68.0,145.0,70.0,Orthodox,1983-03-31,http://ufcstats.com/fighter-details/8e893f269d5696b2,True,39.0
James Toney,69.0,220.0,,Orthodox,1968-08-24,http://ufcstats.com/fighter-details/d10b35152277cf98,True,54.0
Ilia Topuria,67.0,145.0,69.0,Orthodox,1997-01-21,http://ufcstats.com/fighter-details/54f64b5e283b0ce7,True,26.0
Anthony Torres,68.0,170.0,,Orthodox,1978-07-31,http://ufcstats.com/fighter-details/918d9d89d4d52acc,True,44.0
Miguel Torres,69.0,135.0,76.0,Orthodox,1981-01-18,http://ufcstats.com/fighter-details/33b2f68ef95252e0,True,42.0
Ronys Torres,67.0,155.0,,Orthodox,1975-08-13,http://ufcstats.com/fighter-details/cce79e827569f26e,True,47.0
Tecia Torres,61.0,115.0,60.0,Orthodox,1989-08-16,http://ufcstats.com/fighter-details/31ef8b67e13495b3,True,33.0
Alex Torres,70.0,145.0,,Orthodox,1988-05-29,http://ufcstats.com/fighter-details/e4e0f310b3cf23a8,True,34.0
Jose Torres,64.0,125.0,65.0,Orthodox,1992-08-02,http://ufcstats.com/fighter-details/d2036f31c035e0d1,True,30.0
Manuel Torres,70.0,155.0,73.0,,1995-03-25,http://ufcstats.com/fighter-details/2e7878927067fdca,True,27.0
Salim Touahri,70.0,170.0,72.0,Orthodox,1989-09-28,http://ufcstats.com/fighter-details/cbf1c7ba5408a66f,True,33.0
Dequan Townsend,75.0,205.0,79.0,Orthodox,1986-05-11,http://ufcstats.com/fighter-details/3f7dab21b6c971bc,True,36.0
Roberto Traven,75.0,227.0,,Orthodox,1968-09-16,http://ufcstats.com/fighter-details/20ec0061400178ca,True,54.0
Francisco Trevino,69.0,155.0,70.0,Orthodox,1981-12-17,http://ufcstats.com/fighter-details/97a6bbe6e6566a94,True,41.0
Frank Trigg,69.0,170.0,71.0,Southpaw,1972-05-07,http://ufcstats.com/fighter-details/d2d37e8eeb3abc8d,True,50.0
Francisco Trinaldo,69.0,170.0,70.0,Southpaw,1978-08-24,http://ufcstats.com/fighter-details/a8283a4f415e1eb9,True,44.0
Michael Trizano,71.0,145.0,71.0,Orthodox,1991-12-31,http://ufcstats.com/fighter-details/5bf31a46becc1204,True,31.0
Tor Troeng,74.0,185.0,,Orthodox,1983-01-25,http://ufcstats.com/fighter-details/8abf70f79e9e27c2,True,40.0
Abel Trujillo,68.0,155.0,70.0,Orthodox,1983-09-18,http://ufcstats.com/fighter-details/e14b5aa06eea9653,True,39.0
Arman Tsarukyan,67.0,155.0,72.0,Orthodox,1996-10-11,http://ufcstats.com/fighter-details/eae48ff31db420c2,True,26.0
Chris Tuchscherer,74.0,258.0,76.0,Orthodox,1975-09-08,http://ufcstats.com/fighter-details/df05aa15b2d66f57,True,47.0
Jon Tuck,71.0,155.0,73.0,Orthodox,1984-08-28,http://ufcstats.com/fighter-details/53ec9cb470e1a4ea,True,38.0
Gavin Tucker,66.0,145.0,66.0,Southpaw,1986-06-17,http://ufcstats.com/fighter-details/da816417a579a0bd,True,36.0
Jumabieke Tuerxun,67.0,135.0,,Orthodox,1986-04-17,http://ufcstats.com/fighter-details/1ed32eaaba9ffe10,True,36.0
Tai Tuivasa,74.0,264.0,75.0,Southpaw,1993-03-16,http://ufcstats.com/fighter-details/c62fbc117d57b943,True,29.0
Zubaira Tukhugov,68.0,145.0,68.0,Orthodox,1991-01-15,http://ufcstats.com/fighter-details/aceffa19749c4dc0,True,32.0
Albert Tumenov,71.0,170.0,73.0,Orthodox,1991-12-26,http://ufcstats.com/fighter-details/ff6a1f63c254127e,True,31.0
Ricky Turcios,69.0,135.0,71.0,Orthodox,1993-06-05,http://ufcstats.com/fighter-details/cd3d7e37ff2d679c,True,29.0
Anton Turkalj,76.0,205.0,,,1996-06-10,http://ufcstats.com/fighter-details/82529ce93cd9a2cf,True,26.0
Wellington Turman,72.0,185.0,72.0,Orthodox,1996-07-22,http://ufcstats.com/fighter-details/4dcfb28c011c11b2,True,26.0
Jalin Turner,75.0,155.0,77.0,Southpaw,1995-05-18,http://ufcstats.com/fighter-details/4d8fa64202cee4c1,True,27.0
Marcin Tybura,75.0,249.0,78.0,Orthodox,1985-11-09,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,True,37.0
Alberto Uda,75.0,185.0,,Orthodox,1984-08-08,http://ufcstats.com/fighter-details/8f2deefe8c5dfb5d,True,38.0
Tagir Ulanbekov,67.0,125.0,70.0,Southpaw,1991-08-07,http://ufcstats.com/fighter-details/f00ac08ab056af5d,True,31.0
